school,lat,lon
University of Adelaide,-34.9189226,138.60423667410745
University of Missouri - Columbia,38.93641465,-92.32970301784542
Universität Bremen,53.107964550000005,8.855664592828369
Technische Universiteit Delft,51.99882735,4.373960368154041
University of Minnesota-Minneapo,-82.0,135.0
University of Washing,37.9865063,23.75928355859029
Syracuse University,43.017112850000004,-76.11855360009726
University of Wisconsin-Milwau,-82.0,135.0
Iowa State Univers,-82.0,135.0
Concordia Univers,-82.0,135.0
Concordia University,45.4952479,-73.57858216019235
University of Louisiana at Lafaye,-82.0,135.0
Duke University,36.00015569999999,-78.94422972195878
University of Wyom,-82.0,135.0
Air Force Institute of Technology,39.782373500000006,-84.08257289756106
Montana State University,45.66381885,-111.07930568352012
University of Notre D,48.84804475,2.346736461375838
University of Arkansas,36.09352375,-94.17708979491738
University of Massachusetts Amherst,42.3869382,-72.52991477067445
Kansas State University,39.20883,-96.58845116318602
Uniwersytet Warszawski,52.2402217,21.018847560353215
St. Petersburg State Univers,-82.0,135.0
University of Miami,25.71727245,-80.27870688083459
University of I,48.8701102,2.2734842129220603
University of Warwick,52.3813073,-1.5639569481637439
Case Western Reserve University,41.50138695,-81.60070216600491
University of Colorado at Denver,39.7491778,-104.9968469
State University of New York at Binghamton,42.08779975,-75.97066065614858
Virginia Polytechnic Institute and State University,37.22192675,-80.42728184013652
"University of California, Riverside",,
University of Wyoming,41.3142264,-105.56432320214466
University of British Columbia,49.25783145,-123.24624198622213
University of Alberta,53.52682,-113.5244937350756
Indian Institute of Technology,17.422488350000002,78.54044690040888
The University of Memphis,35.1189387,-89.93721959965887
Case Western Reserve Univers,-82.0,135.0
Babeş-Bolyai Univers,-82.0,135.0
The Pennsylvania State Univers,-82.0,135.0
"University of California, Rivers",,
Northern Illinois University,41.937093399999995,-88.78267841443035
University of Montana,46.8541841,-113.96552830266285
Utah State University,41.752695900000006,-111.808733045283
University of Rhode Island,41.487296900000004,-71.5344649840152
Universidade de Brasília,-15.84502125,-48.099459012222276
Lund Institute of Technology,-82.0,135.0
Université Paris XIII,48.956712350000004,2.3405437092356003
Universiti Teknologi Malaysia,1.55852225,103.63991379083758
Universität Konstanz,47.690094,9.188246768461973
Yaroslavl State University,57.6430017,39.8751437
Texas A&M University,30.6108618,-96.35206061388457
Scuola Internazionale Superiore di Studi Avanzati,45.67866575,13.774991223617022
Université Paul Sabatier - Toulouse III,43.5642189,1.4665724064187464
Technische Universität Carolo-Wilhelmina zu Braunschweig,-82.0,135.0
Mälardalens högskola,59.6180729,16.5401889
Vrije Universiteit Brussel,50.822552900000005,4.395491480471453
Technische Universität Carolo-Wilhelmina zu Braunschweig and Beuth Hochschule für Technik Berlin,-82.0,135.0
Erasmus Universiteit Rotter,-82.0,135.0
Jyväskylän yliopisto,62.2318731,25.735751987263857
Université Paris-Sud XI - Orsay,48.71287325,2.1648118329925996
Handelshögskolan i Stockholm,-82.0,135.0
Eberhard-Karls-Universität Tübingen,48.5298981,9.040432300509686
University of Akron,41.07573825,-81.51145320375983
Universiteit van Amsterdam,52.3685848,4.8902006
Ruprecht-Karls-Universität Heidelberg and Aarhus University,-82.0,135.0
Instituto de Matemática Pura e Aplicada,-22.9158261,-43.23278761875301
Illinois Institute of Technology,41.83616405,-87.62647227745128
University of Regina,50.4152275,-104.58899996239825
University of Massachusetts Boston,42.314068,-71.03871320767618
University of Louisville,38.21332235,-85.75770751081866
"University of California, Santa Barbara",34.4113357,-119.85500524640557
Université de Genève,46.1972358,6.136766
Universität Wien,48.2131284,16.360685994114505
University of Waterloo,43.4701994,-80.54524293779451
"National University of Ireland, Maynooth",53.3847002,-6.6003964
University of Victoria,48.46205995,-123.31141980604804
Universiteit Gent,51.00784845,3.710883068491984
Tamkang University,25.174982200000002,121.45034977061806
University of Connecticut,41.82175755,-72.24277535505323
Université Paris Diderot - Paris 7,-82.0,135.0
Weizmann Institute of Science,31.907849900000002,34.81334092444211
Technische Universität München,48.2655696,11.669345610437997
Donetsk University,47.994313500000004,37.80320319866691
Rheinische Friedrich-Wilhelms-Universität Bonn,50.7338124,7.1022465
University of Auckland,-36.8660955,174.77373309361866
Brigham Young University,40.25501105,-111.64968264312222
University of Novi Sad,45.2462185,19.851175493434894
Kanazawa University,36.55644365,136.673753087421
Université Mulhouse,47.733434,7.3170246
Freie Universität Berlin,52.4550561,13.296437631145452
Technische Universität Berlin,52.51101585,13.326954140959668
University of Melbourne,-37.8038271,144.9597056360034
University of Athens,37.9684625,23.7667097
"Tata Institute of Fundamental Research and The Institute of Mathematical Sciences, Chennai and Homi Bhabha National Institute",-82.0,135.0
Universität Bielefeld,52.0376885,8.493223283579532
Mimar Sinan Güzel Sanatlar Üniversitesi,41.030086,28.989127375893844
Seoul National University,37.46691,126.94771
"Panjab University, Chandig",-82.0,135.0
Ruhr-Universität Bochum,51.444157649999994,7.260965412383296
Loyola University of Chicago,41.999149200000005,-87.65737041681818
Uniwersytet Jagielloński,50.061562949999995,19.933409068159605
Università degli Studi di Napoli Federico II,40.896793349999996,14.244673709461011
University of Ilorin,8.484273949999999,4.673080587006053
Heinrich-Heine-Universität Düsseldorf,51.19077325,6.793516713552313
Universität Bern,46.95097255,7.438684130809055
Babeş-Bolyai University,46.7677836,23.591976552323946
Technische Universität Darmstadt,49.86115175,8.681943998674633
University of Illinois at Chicago,41.868922299999994,-87.64858476010119
Universiteit Maastricht,50.8352755,5.7165617
Universität Dortmund,51.49148435,7.4122738886856805
University of Leeds,53.80677435,-1.5562877504739676
Dalhousie University,44.63620105,-63.591996064796504
"University of California, Irvine",33.64314015,-117.8401967439739
University of Prague,50.087649,14.4023543
Nankai University,39.101985,117.1609501175526
University of York,53.9453903,-1.0314592943104675
Universidad de Barcelona,41.3868913,2.1635238457663224
"University of Massachusetts, Dartmouth",41.6295897,-71.0061861
Saint Louis University,38.635359,-90.23184326838913
Imperial College London,51.4989595,-0.17564069276310426
Friedrich-Alexander-Universität Erlangen-Nürnberg,49.60030465,11.016227770563523
University of Maryland Baltimore County,39.252376999999996,-76.70891806688415
Fernuniversität Hagen,51.375996,7.492943
Ruprecht-Karls-Universität Heidelberg,49.4167814,8.6691206
Universitat Politècnica de València,39.48088165,-0.34205024985363447
Friedrich-Schiller-Universität Jena,50.9333221,11.582296971854834
National Sun Yat-Sen University,22.62800585,120.26622411994393
Universität Leipzig,51.33845385,12.37863856850984
University of Kerman,30.0469811,57.248202859439175
Bangalore University,12.944172049999999,77.5091485894286
"Islamic Azad University, Mashhad Branch",-82.0,135.0
Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,-82.0,135.0
University of Adela,14.813700749999999,121.05737388987112
Peking University and Université de Bourgogne,-82.0,135.0
Universidad Autónoma Metropolitana-Iztapalapa,19.36207685,-99.07289764077358
Peking University,39.99171495,116.30393496863539
Macquarie University,-33.77400285,151.11276761415485
Universidad Nacional Autónoma de México,19.32160295,-99.18493018260631
Scuola Normale Superiore di Pisa,43.7196687,10.400432749413179
Loughborough University,52.7626882,-1.2396365359627026
Boğaziçi University,41.08327335,29.050500909106017
Moscow Institute of Physics and Technology,55.929035,37.518668082948246
University of Rochester,43.1226985,-77.6307297
University of York and Southeast University,,
Voronezh State University,51.7049787,39.185171087491234
Université de Mons,50.458887149999995,3.952707725194845
Rand Afrikaans University,-82.0,135.0
Universität Innsbruck,47.26331595,11.384473309954492
University College London,51.52420305,-0.13300072425929543
Universität des Saarlandes,49.25428530000001,7.04150707562534
Bashkir State University,54.73728655,55.98423722800355
Bayero University,11.9703215,8.426971128531708
Johannes Gutenberg-Universität Mainz,49.992039649999995,8.237090346042269
Ferdowsi University of Mashhad,36.3096482,59.52937276933629
École Polytechnique,48.7127874,2.2107453
George Mason University,38.83133325,-77.30798838879116
Carleton University,45.3858581,-75.69500411688679
University of Bristol,51.4905582,-2.6304824978595356
Shanghai University,31.3159206,121.38802427736479
Università degli Studi di Roma Tor Vergata and Université Paul Sabatier - Toulouse III,-82.0,135.0
Carleton Univers,-82.0,135.0
Université de Liège and Université de Lorraine,,
University of Manchester,53.4657087,-2.232734319907597
Technische Universiteit Eindhoven,51.4486602,5.4903995655080475
Technion-Israel Institute of Technology,32.7768128,35.02254464999363
date of Science (Ph.D.) Nizhni Novgorod Nikolai Ivanovich Lobachevski University,-82.0,135.0
"Academy of Mathematics and Systems Science, Chinese Academy of Sciences",-82.0,135.0
École Polytechnique Fédérale de Lausanne,46.518659400000004,6.566561505148001
Clemson University,34.66869155,-82.83743475607795
Universidad Nacional de Educación a Distancia,39.889017,4.2669042
Baylor University,31.55043405,-97.1102905567766
University of Mysore and Central University of Rajasthan,-82.0,135.0
Université de Liège,50.640718500000006,5.576232583520801
Ruprecht-Karls-Universität Heidelberg 2,49.4167814,8.6691206
Pontificia Universidad Católica del Perú,-12.0691658,-77.07993483360875
University of Mysore,12.3063026,76.64047619662347
King's College London,51.5060001,-0.1121582948025203
Universidad de Buenos Aires,-34.508711500000004,-58.68837906432547
Stockholm University,59.324270299999995,18.08305021491595
Nanyang Technological University,1.3484104000000001,103.68293320728537
Università di Pisa,4.90575945,114.91346441993413
Vasyl Karazin Kharkiv National University,-82.0,135.0
University of Birmingham,52.4522956,-1.9312856726008194
Odessa State Univers,-82.0,135.0
City University of Hong Kong and Xi'an Jiaotong University,-82.0,135.0
Odessa State University,-82.0,135.0
Kyoto University,35.02704665,135.78143727667532
Université Savoie Mont Blanc,45.9204791,6.153245
Université de Lyon,45.5359358,-73.49389
Universitat Politècnica de Catalunya,41.737127900000004,1.8290409554431237
Université de Bordeaux,44.83697265,-0.578070403772544
Sakarya University,40.76433515,30.394078751711085
Johann Wolfgang Goethe-Universität Frankfurt am Main,50.12724275,8.667596031153847
University of Alabama-Birmingham,33.5016153,-86.80604756076488
"University of California, San Diego",32.87924375,-117.23112468377349
Uniwersytet im. Adama Mickiewicza w Poznaniu,52.3900169,16.8757714
Chalmers Tekniska Högskola,57.6897462,11.97652929499342
University of Plymouth,50.37566725000001,-4.139366604170018
Université de Valenciennes et du Hainaut-Cambrésis,50.3275463,3.5098639
Université de Franche-Comté,47.4949584,6.80414182645664
"Abdus Salam School of Mathematical Sciences GC University, Lahore",-82.0,135.0
Westfälische Wilhelms-Universität Münster,51.96734215,7.599243326272159
Queen's University of Belfast,-82.0,135.0
Université de Picardie Jules Verne,49.87419545,2.268363015144649
University of New England,43.45579395,-70.38972706804432
"Trinity College, Dublin",53.3444162,-6.2589561
Technische Universität Dresden,51.028276500000004,13.735982754935176
Université de Provence - Aix-Marseille I,,
Institut National Polytechnique de Toulouse,43.55336105,1.5011522684250278
"University of California, Davis",,
Queen's University at Kingston,-82.0,135.0
"Panjab University, Chandigarh",30.760462150000002,76.76632840129732
Université de Lille I,50.609226750000005,3.1408915010403784
Tel Aviv University,32.1037064,34.8046101
Universidade Estadual de Campinas,-22.822723699999997,-47.06420061880971
Universidad de La Laguna,25.577231,-103.4292452
Université de Lorraine,48.8994042,2.2177085835445625
Isfahan University of Technology,32.718684350000004,51.53414653047649
University of Aberdeen,57.16452475,-2.1018363546621197
École Polytechnique de Montréal,45.5089756,-73.61985452987403
École Normale Supérieure de Cachan,-82.0,135.0
Université Aix-Marseille,43.3055875,5.378610219061082
Pontificia Universidad Católica de Chile,-33.44177485,-70.64032584797746
Chinese University of Hong Kong,22.4137195,114.2098955
University of North Texas,33.2098926,-97.15147624977251
Università degli Studi di Perugia,43.077243,12.3537369
University of Mazandaran,36.71291285,52.69495438267806
University of Leicester,52.62169525,-1.1246945741832923
Heriot-Watt University,55.91029585,-3.323447514558347
Xiamen University,24.4399419,118.09301780912739
University of Western Ontario,43.655449149999995,-79.3891627376783
Fudan University and University of Oxford,-82.0,135.0
Universiteit van Amsterdam and Universität Bielefeld,-82.0,135.0
State University of New York at Albany,,
Fudan University,31.30116485,121.49808756382322
"University Sidi Mohamed Ben Abdellah, Fès",-82.0,135.0
Swansea University,51.6192545,-3.8792745
Erciyes University,38.70739135,35.53375656939036
Universidad Nacional de Colombia,4.63874255,-74.08523751358481
Romanian Academy of Sciences,-82.0,135.0
Université Libre de Bruxelles,50.81347185,4.381235729203142
Université de Neuchâtel,46.993896,6.938209
Université Catholique de Louvain,50.821212700000004,4.34955336942806
University of Bucharest,44.43564445,26.10092625223488
Université Pierre-et-Marie-Curie - Paris VI,-82.0,135.0
University of Southampton,50.9354752,-1.3962847494297244
Université de Bretagne-Sud,,
Universität Osnabrück,52.27087915,8.04571360690348
Carl-von-Ossietzky-Universität Oldenburg,53.146872200000004,8.181507870668597
Université de Strasbourg,48.58599905,7.7372741147169295
Universität Stuttgart,48.7453828,9.103267538773398
McMaster University,43.263939699999995,-79.917825231868
Universität Regensburg,48.996434550000004,12.093992833920659
Taras Shevchenko National University of Kyiv,50.3842474,30.47428730013875
Universität Wuppertal,51.2447039,7.1489236
Bayerische Julius-Maximilians-Universität Würzburg,-82.0,135.0
Simon Fraser University,49.276709600000004,-122.91780296438841
Universidad Nacional del Litoral,-31.6346852,-60.70514608386796
Stevens Institute of Technology,40.744809599999996,-74.0252392276461
Université Joseph Fourier Grenoble I,45.19258,5.717927756238005
Technische Universität Graz,47.058199900000005,15.460187434162261
"Scuola Internazionale Superiore di Studi Avanzati, Trieste",45.67866575,13.774991223617022
Clemson University and Louisiana State University,-82.0,135.0
Ain Shams University and Al-Aqsa Univerity,-82.0,135.0
Université des sciences et de la technologie Houari-Boumediene,36.7121202,3.181078971973424
Københavns Universitet,55.6801502,12.57232700140625
Université Paris IX - Dauphine,48.882720750000004,2.321522648330249
Universitat Autònoma de Barcelona,41.50155265,2.106260723986069
University of South Australia,-37.8062142,140.766463
"Indian Institute of Science Education and Research, Pune",18.5456168,73.8072049744151
University Abdelhamid Ibn Badis of Mostaganem,-82.0,135.0
Universidade de São Paulo,-23.565220099999998,-46.71258298223419
Faculty of Sciences of Bizerte,-82.0,135.0
Université Jean Monnet - Saint-Etienne,45.42305665,4.425721200764729
Rensselaer Polytechnic Institute,42.7298969,-73.67966781998861
Massachusetts Institute of Technology/Woods Hole Oceanographic Institution,-82.0,135.0
Colorado State University,40.570656650000004,-105.08539947634978
Universidad de Vallado,21.0122579,-101.85746931497357
Universidade de Santiago de Compostela,42.882385799999994,-8.546045530685362
Dartmouth College,43.70526735,-72.29052293092106
Samara State Aerospace University,-82.0,135.0
Erasmus Universiteit Rotterdam,51.9176312,4.525962326490774
Kharkiv National University of Radioelectronics and Dnipro Polytechnic National Technical University,-82.0,135.0
Beijing University of Technology,39.87391435,116.47720242035405
Radboud Universiteit Nijmegen,51.82151725,5.863403442541042
Kharkiv National University of Radioelectronics,50.01508035,36.22864281891215
University of Newcastle,54.98017505,-1.6146802127187847
Université d'Orléans,48.837897049999995,2.361227587050256
Universidad Autónoma de Madrid,40.5453765,-3.6949577655963672
Université Bordeaux 1,,
The Hong Kong Polytechnic University,22.304486699999998,114.17969345847592
Ben-Gurion University of the Negev,31.2631254,34.802238544584185
City University of Hong Kong,22.3400204,114.16971664362887
Università di Bologna,44.498288599999995,11.354457015059028
Huazhong University of Science and Technology and City University of Hong Kong,-82.0,135.0
Kazan State Univers,-82.0,135.0
Tsinghua University,40.002290450000004,116.3209629696906
Steklov Institute of Mathematics,55.6947768,37.56444919537102
Gottfried Wilhelm Leibniz Universität Hannover,-82.0,135.0
"Steklov Institute of Mathematics, St. Petersburg",-82.0,135.0
Rijksuniversiteit Groningen,53.21944155,6.562986329174857
Universidad de Granada,37.1809009,-3.6000115
Indian Institute of Science Education and Research Mohali,30.6628687,76.72764016645198
University of Zagreb,45.8273559,15.977774859871896
University of Guelph,43.535193,-80.21894225207431
Zhejiang University and Hangzhou University,30.25879265,119.72381547096695
Universidad de Chile and Université Rennes I,-82.0,135.0
University of Western Australia,-31.95040445,115.79790157357621
Institute of Mathematics of National Academy of Sciences of Ukraine,-82.0,135.0
University of Sheffield,53.380514,-1.4801469
University of St. Andrews,56.3398198,-2.8117937053149826
Universiteit Leiden,52.1572025,4.485216803828298
Universitetet i Tromsø,69.6813216,18.9740425
Università degli Studi di Padova and Université Bordeaux 1,-82.0,135.0
University of Edinburgh,55.94407645,-3.1883735563964555
University of South Florida,28.0599999,-82.41383619025117
Georg-August-Universität Göttingen,51.5592251,9.952444154453854
Howard University,38.921897200000004,-77.01959314049667
Florida Atlantic University,26.119403650000002,-80.14169191096471
École Nationale Supérieure de l'Aéronautique et de l'Espace and École Polytechnique de Montréal,-82.0,135.0
University of Ioannina,39.615659050000005,20.841264682307745
Universiteit Leiden and Universiteit van Amsterdam,-82.0,135.0
Universidad de Sevilla,37.3809617,-5.9917702
Shiraz University,29.6494974,52.51223192105263
Charles University,60.4518905,22.2791628
Visvesvaraya Technological University,15.7773016,74.46486239843249
University of Liverpool,53.40724285,-2.965833661018871
Université de Fribourg,46.8068023,7.1532014
Banaras Hindu University,25.0474623,82.5955628
University of Malaya,3.1257608,101.65553478301041
Kurukshetra University,29.95826275,76.81563044675322
University of Texas at El Paso,31.77570475,-106.50628747547725
Université de Toulouse,43.6058532,1.4408980155210234
University of Toledo,41.688252649999995,-83.39925073995902
Budapest University of Technology and Economics,47.47844135,19.057715354417404
University of East Anglia,52.622251,1.2411579
University College Cork,51.8947384,-8.4903073
University of South Africa,-23.9149179,29.45342697525025
Polytechnic University,37.22192675,-80.42728184013652
University of Natural Sciences of Ho Chi Minh City,,
Georgetown University,38.90893925,-77.07457962060826
Shandong University,36.36553935,120.68458591160784
Karlsruher Institut für Technologie (KIT),49.101853399999996,8.433120159201868
"Faculte des Sciences, Paris",48.846899699999994,2.357448653115875
Gomel State University,52.44315725,31.00088375579255
Kazan State University,48.15047575,11.579835648337658
La Trobe University,-36.7499918,144.282538
"Louisiana State University Health Science Center, New Orleans",-82.0,135.0
"University Of Sciences and Technology Houari-Boumediène, Alger-Algérie.",36.7121202,3.181078971973424
New Jersey Institute of Technology,40.7421254,-74.17903159685589
University of Northern Colorado,40.40650015,-104.69332749722545
Oulun yliopisto,65.05932770000001,25.467357691873588
Tilburg University,51.56306085,5.043598467727852
Katholieke Universiteit Leuven,51.220506799999995,4.404626282608695
Carnegie Mellon University and Universidade Técnica de Lisboa,-82.0,135.0
Massachusetts Institute of Technology and Università degli Studi di Ferrara,-82.0,135.0
Ludwig-Maximilians-Universität München and Universität Wien,-82.0,135.0
"Ecole Nationale Supérieure de Statistique et d'Economie Appliquée, Alger, Algeria",-82.0,135.0
University of Sydney,-33.88888125,151.18941425705117
Université de Bretagne Occidentale,47.98136985,-4.097525242915112
National University of Singapore,1.2962018,103.77689765953073
Massey University,-40.3844693,175.6164996
Australian National University,-35.28131035,149.1166828434495
Voronezh State Univers,-82.0,135.0
Université du Luxembourg,47.2483019,5.989410557910433
University of Hong Kong,22.28269745,114.13845499995571
"Institute of Electronic Technology, Moscow",-82.0,135.0
Universiteit Stellenbosch,-33.931521950000004,18.867665592062465
Russian Academy of Sciences Siberian Branch,-82.0,135.0
Minsk State University,53.9099267,27.5299522
Beihang University,39.9809427,116.34097867654876
University of Sofia,14.3383973,120.9785788
Korea Advanced Institute of Science and Technology,36.3697191,127.36253700115094
Delaware State University,39.186799300000004,-75.54235828105121
Universidade do Porto,41.17854255,-8.602223653980307
Hong Kong University of Science and Technology,22.3386304,114.2620337
McGill University,45.50688565,-73.57908460423829
Università di Trento,46.06744245,11.119106791301444
Alexandru Ioan Cuza University of Iasi,47.1742708,27.57122364475538
Uppsala Universi,-82.0,135.0
Kharazmi University,35.703842,51.42676286790261
Politechnika Warszawska,52.2216394,21.00737979000361
Umeå University,63.82081665,20.27602128104425
Mid Sweden University,62.3930752,17.28436567540726
Politechnika Łódzka,51.752577,19.4529575
East China University of Science and Technology,31.145081349999998,121.41950851686008
Universiteit Leiden and Université Paris-Sud XI - Orsay,-82.0,135.0
Technische Universität Kaiserslautern,49.4246142,7.754214153273509
University College Dublin,53.3068763,-6.224625093340977
Oklahoma State University,36.128476750000004,-97.08398055028107
University of Windsor,42.305201350000004,-83.06649144027972
"Indian Statistical Institute, Kolkata",22.6445112,88.37716916701987
Université de Poitiers,46.5862701,0.34089367908242674
Institut National des Sciences Appliquees de Toulouse,43.5695982,1.4684401944506185
Università degli Studi di Roma Tor Vergata,41.85257765,12.629405197540983
"Universidad de los Andes, Colombia",4.60140465,-74.06490328807087
Philipps-Universität Marburg,50.8124763,8.772234461351456
University of Reading,51.4404358,-0.9417618328736392
"Universidade Federal de Pernambuco, Recife",-8.052423600000001,-34.9510615050235
National Kaohsiung Normal University,22.7864877,120.40577418671165
Université de Paris,48.84313755,2.3352547670528816
Università Cà Foscari Venezia,45.4344957,12.3264484
Universidad de Navarra,42.80115395,-1.658569528503289
Victoria University of Wellington,-36.8482415,174.76775596988733
University Sains Malaysia,5.3574322500000005,100.3035504121383
Université de Corse Pascal Paoli,-82.0,135.0
Sharif University of Technology,35.7024933,51.35171721214843
"Indian Institute of Technology, Bombay",19.13261855,72.91497912536826
Tongji University,31.28473925,121.49694908588742
Institut National Polytechnique de Grenoble and Université Scientifique et Médiacale de Grenoble (University of Grenoble),-82.0,135.0
University of Copenhagen,55.6801502,12.57232700140625
Institut National Polytechnique de Grenoble,45.1908798,5.7169733
Missouri University of Science and Technology,37.952905900000005,-91.77385818768353
National University of Computer and Emerging Sciences,24.8571541,67.2645918
"Sobolev Institute of Mathematics, Novosibirsk",54.846581150000006,83.10441405298599
University of New Mexico,35.08663275,-106.62020940505188
